%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.name4,field.name5,field.position0,field.position1,field.position2,field.position3,field.position4,field.position5
98781000000,9843,98781000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98791000000,9844,98791000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98801000000,9845,98799000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98811000000,9846,98811000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98821000000,9847,98821000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98831000000,9848,98831000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98841000000,9849,98840000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98851000000,9850,98850000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98861000000,9851,98860000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98871000000,9852,98871000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98882000000,9853,98880000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98892000000,9854,98890000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98901000000,9855,98901000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98911000000,9856,98911000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98921000000,9857,98921000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98931000000,9858,98931000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98941000000,9859,98941000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98951000000,9860,98951000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98961000000,9861,98961000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98971000000,9862,98971000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
98981000000,9863,98981000000,,bracket_1_2_joint,bracket_2_3_joint,bracket_3_4_joint,bracket_4_5_joint,bracket_5_6_joint,bracket_6_7_joint,-2.82330410021,-1.10223288072,-3.20644985462,0.0515035808759,-0.689788125672,-0.849397029669
