%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
25573000000,0,25571000000,bracket_2_link,1.58873751737e-06,-4.10002823567e-05,15.1460729097,-1.86804566392,-5.68392718438,0.506591828183
25581000000,1,25581000000,bracket_2_link,1.5885822656e-06,-4.10002077348e-05,15.1460729093,-1.86803544422,-5.6839760891,0.506605895262
25591000000,2,25591000000,bracket_2_link,1.58837367599e-06,-4.10001074845e-05,15.1460729094,-1.86802768968,-5.68398770807,0.506551093734
25601000000,3,25601000000,bracket_2_link,1.58810727933e-06,-4.10000699386e-05,15.1460729096,-1.86803869612,-5.68400491012,0.506616871663
25611000000,4,25611000000,bracket_2_link,1.58785399775e-06,-4.09999877446e-05,15.1460729096,-1.86803690274,-5.6840264327,0.506557512492
25621000000,5,25621000000,bracket_2_link,1.5875448159e-06,-4.09999208522e-05,15.1460729097,-1.86803596705,-5.68394538069,0.506601517578
25631000000,6,25631000000,bracket_2_link,1.58743995073e-06,-4.09998286646e-05,15.1460729096,-1.86804550906,-5.68394366818,0.506549281977
25641000000,7,25641000000,bracket_2_link,1.5871318874e-06,-4.09997945888e-05,15.1460729096,-1.86804225616,-5.68392801583,0.506573560769
25651000000,8,25651000000,bracket_2_link,1.58680889569e-06,-4.09997145429e-05,15.14607291,-1.86802893305,-5.68400314133,0.50664421587
25660000000,9,25661000000,bracket_2_link,1.58659635326e-06,-4.099962389e-05,15.1460729099,-1.86804642359,-5.68395695053,0.506640303629
25671000000,10,25671000000,bracket_2_link,1.58651167722e-06,-4.09995121013e-05,15.1460729093,-1.86804942589,-5.68390098687,0.506589636833
25681000000,11,25681000000,bracket_2_link,1.58628188164e-06,-4.09994532361e-05,15.1460729097,-1.86803894406,-5.68406598433,0.506531421075
25691000000,12,25691000000,bracket_2_link,1.58591729474e-06,-4.09993904156e-05,15.1460729099,-1.86804649389,-5.68399063743,0.506518722247
25701000000,13,25701000000,bracket_2_link,1.58574225065e-06,-4.09992894228e-05,15.1460729097,-1.86804110106,-5.68401469291,0.506575124088
25711000000,14,25711000000,bracket_2_link,1.58539317879e-06,-4.09991960694e-05,15.1460729098,-1.86803338782,-5.68394351027,0.506567961885
25721000000,15,25721000000,bracket_2_link,1.58548141824e-06,-4.09991253409e-05,15.1460729095,-1.86802726975,-5.6840182328,0.506630381981
25731000000,16,25731000000,bracket_2_link,1.58513760799e-06,-4.09990268391e-05,15.1460729098,-1.86804370251,-5.68397183262,0.506592777186
25741000000,17,25741000000,bracket_2_link,1.58495910106e-06,-4.0998953138e-05,15.1460729096,-1.86803827006,-5.68400564068,0.506596687282
25751000000,18,25751000000,bracket_2_link,1.58483068177e-06,-4.09989034021e-05,15.1460729094,-1.86802205222,-5.6840244029,0.506600419673
25761000000,19,25761000000,bracket_2_link,1.58448907913e-06,-4.09988406791e-05,15.1460729095,-1.86806019144,-5.68393679799,0.506586727413
25771000000,20,25771000000,bracket_2_link,1.58424045738e-06,-4.09987139014e-05,15.1460729098,-1.86801681365,-5.68398288636,0.506608011019
25781000000,21,25781000000,bracket_2_link,1.58395999577e-06,-4.09987121251e-05,15.1460729097,-1.86804606374,-5.68397767879,0.506590521824
25791000000,22,25791000000,bracket_2_link,1.58381026461e-06,-4.09985518155e-05,15.1460729096,-1.86804384921,-5.6839112234,0.50656337671
25801000000,23,25801000000,bracket_2_link,1.58365948116e-06,-4.09985357742e-05,15.1460729095,-1.86804814136,-5.68395253214,0.506582428259
25811000000,24,25811000000,bracket_2_link,1.5834570099e-06,-4.09984719283e-05,15.1460729094,-1.8680403179,-5.68411405073,0.506585222494
25820000000,25,25821000000,bracket_2_link,1.5831180553e-06,-4.09983629263e-05,15.1460729098,-1.86804807439,-5.68395493912,0.506615615503
25831000000,26,25831000000,bracket_2_link,1.58287785734e-06,-4.09983328851e-05,15.1460729094,-1.86803813612,-5.68390301656,0.506613371858
25841000000,27,25841000000,bracket_2_link,1.58262411869e-06,-4.09982217068e-05,15.1460729098,-1.86801483592,-5.68398150303,0.50658296085
25851000000,28,25851000000,bracket_2_link,1.58243604343e-06,-4.0998185257e-05,15.1460729093,-1.86803214838,-5.68394351326,0.506617727862
25861000000,29,25861000000,bracket_2_link,1.58209153386e-06,-4.09980714233e-05,15.1460729098,-1.86804899136,-5.68381665413,0.506655437792
25871000000,30,25871000000,bracket_2_link,1.58203095813e-06,-4.09980220458e-05,15.1460729096,-1.86804248266,-5.68398881395,0.506565492752
25881000000,31,25881000000,bracket_2_link,1.58173428464e-06,-4.09979367563e-05,15.1460729095,-1.86804032657,-5.68406045679,0.506594729102
25891000000,32,25891000000,bracket_2_link,1.5815518773e-06,-4.09978442796e-05,15.1460729093,-1.8680346445,-5.68387152545,0.506580814568
25898000000,33,25901000000,bracket_2_link,1.58135919952e-06,-4.09977774231e-05,15.1460729095,-1.86804060767,-5.68392285968,0.506585437057
25911000000,34,25911000000,bracket_2_link,1.58108005594e-06,-4.09976685618e-05,15.1460729096,-1.86804483286,-5.68400232856,0.50656680967
25921000000,35,25921000000,bracket_2_link,1.58099706742e-06,-4.09975887965e-05,15.1460729093,-1.86803869018,-5.68398068261,0.506621282895
25931000000,36,25931000000,bracket_2_link,1.58069550619e-06,-4.0997524272e-05,15.1460729093,-1.86804865861,-5.68399732684,0.506607498454
25941000000,37,25941000000,bracket_2_link,1.58044801669e-06,-4.09974577001e-05,15.1460729093,-1.8680418425,-5.68388563549,0.506614142728
25951000000,38,25951000000,bracket_2_link,1.5800392289e-06,-4.09973457085e-05,15.1460729096,-1.86802612543,-5.68392686885,0.506578558309
25961000000,39,25961000000,bracket_2_link,1.57963118092e-06,-4.09973222861e-05,15.1460729101,-1.86804087423,-5.68383171189,0.50659466188
25972000000,40,25971000000,bracket_2_link,1.57962084728e-06,-4.09971978887e-05,15.1460729095,-1.86803057826,-5.68391408,0.506600646771
25981000000,41,25981000000,bracket_2_link,1.57931310605e-06,-4.09971300706e-05,15.14607291,-1.86802889836,-5.6839540543,0.506592325146
25991000000,42,25991000000,bracket_2_link,1.57917653508e-06,-4.09970610754e-05,15.1460729095,-1.86804294691,-5.6838441551,0.50665785506
26001000000,43,26001000000,bracket_2_link,1.57895555603e-06,-4.09969501856e-05,15.1460729095,-1.86802761191,-5.68387567169,0.506541201724
26011000000,44,26011000000,bracket_2_link,1.57868939723e-06,-4.09969095757e-05,15.1460729097,-1.86802585372,-5.68394557593,0.506600869768
26021000000,45,26021000000,bracket_2_link,1.57843318199e-06,-4.09968342045e-05,15.1460729096,-1.86802587768,-5.68398257998,0.506601998929
26031000000,46,26031000000,bracket_2_link,1.57805077499e-06,-4.09967582682e-05,15.1460729097,-1.86803562957,-5.68382270509,0.50658869056
26041000000,47,26041000000,bracket_2_link,1.57810618299e-06,-4.09967053981e-05,15.1460729098,-1.86801919333,-5.68400993045,0.50658450092
26051000000,48,26051000000,bracket_2_link,1.57768297772e-06,-4.09966056806e-05,15.1460729098,-1.86804583841,-5.68397741904,0.506561320019
26061000000,49,26061000000,bracket_2_link,1.57746266772e-06,-4.09965566324e-05,15.14607291,-1.86803766078,-5.6838842735,0.506606420653
26071000000,50,26071000000,bracket_2_link,1.57736676335e-06,-4.09964843876e-05,15.1460729098,-1.86805105932,-5.68403889613,0.506557325849
26081000000,51,26081000000,bracket_2_link,1.5769632963e-06,-4.09963909151e-05,15.1460729096,-1.86803356349,-5.68387503559,0.506582708263
26091000000,52,26091000000,bracket_2_link,1.57703592806e-06,-4.09963133674e-05,15.1460729095,-1.86804477918,-5.6841174099,0.506586610724
26101000000,53,26101000000,bracket_2_link,1.57644578277e-06,-4.0996238576e-05,15.1460729101,-1.86805090841,-5.68399780529,0.506635760589
26111000000,54,26111000000,bracket_2_link,1.57637482729e-06,-4.09961741884e-05,15.1460729096,-1.86804527531,-5.68390473387,0.506668084808
26121000000,55,26121000000,bracket_2_link,1.57620756684e-06,-4.09960773381e-05,15.1460729096,-1.86802866304,-5.68392522972,0.506575264435
26131000000,56,26131000000,bracket_2_link,1.57595835219e-06,-4.09959968507e-05,15.1460729101,-1.86803167232,-5.68397865697,0.506611637449
26141000000,57,26141000000,bracket_2_link,1.57572041981e-06,-4.09959264503e-05,15.1460729096,-1.8680391419,-5.68384407223,0.506616742145
26151000000,58,26151000000,bracket_2_link,1.57547770661e-06,-4.0995847347e-05,15.1460729099,-1.86801733925,-5.68392251994,0.506651886003
26161000000,59,26161000000,bracket_2_link,1.57528825639e-06,-4.09957489155e-05,15.1460729101,-1.86803873785,-5.68404363188,0.506574645215
26171000000,60,26171000000,bracket_2_link,1.57515263308e-06,-4.09956809993e-05,15.1460729094,-1.86804349851,-5.68393203884,0.506556605816
26181000000,61,26181000000,bracket_2_link,1.57493211112e-06,-4.09956638926e-05,15.1460729096,-1.86805271042,-5.68396812416,0.50657105536
26191000000,62,26191000000,bracket_2_link,1.57468896613e-06,-4.09954897814e-05,15.1460729095,-1.86803397202,-5.68399554771,0.506593505572
26201000000,63,26201000000,bracket_2_link,1.57448700262e-06,-4.09954697645e-05,15.1460729097,-1.86805158499,-5.68383423722,0.506601356304
26210000000,64,26211000000,bracket_2_link,1.57414949099e-06,-4.09953610683e-05,15.1460729096,-1.86805101968,-5.68385189448,0.506559596136
26221000000,65,26221000000,bracket_2_link,1.57404437797e-06,-4.09953270117e-05,15.1460729097,-1.86805130816,-5.68394238661,0.506536238458
26231000000,66,26231000000,bracket_2_link,1.57373721256e-06,-4.09952478312e-05,15.1460729098,-1.86804317525,-5.68397704253,0.506612672921
26241000000,67,26241000000,bracket_2_link,1.57378163716e-06,-4.09951551143e-05,15.1460729093,-1.86804352724,-5.68411482466,0.506597678433
26251000000,68,26251000000,bracket_2_link,1.57333705442e-06,-4.09950655462e-05,15.1460729093,-1.86803618503,-5.68392705077,0.506572723582
26261000000,69,26261000000,bracket_2_link,1.57318852271e-06,-4.09949812538e-05,15.1460729093,-1.86804404578,-5.68386909832,0.506588410886
26271000000,70,26271000000,bracket_2_link,1.57287518632e-06,-4.09949103792e-05,15.1460729094,-1.86804355553,-5.68390362315,0.506635161078
26281000000,71,26281000000,bracket_2_link,1.57261902446e-06,-4.0994825431e-05,15.1460729096,-1.86804669724,-5.68392876747,0.506542380013
26291000000,72,26291000000,bracket_2_link,1.57240186324e-06,-4.0994759771e-05,15.1460729097,-1.86804823789,-5.68399294525,0.506603797414
26300000000,73,26301000000,bracket_2_link,1.5720940415e-06,-4.09946798635e-05,15.1460729095,-1.86804762057,-5.68382926045,0.506620371636
26311000000,74,26311000000,bracket_2_link,1.5718923421e-06,-4.09946575706e-05,15.1460729095,-1.86803827835,-5.68391968377,0.506634123147
26320000000,75,26321000000,bracket_2_link,1.57158626617e-06,-4.09945307921e-05,15.1460729098,-1.8680474996,-5.6839396102,0.506508427558
