%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
25624000000,0,25624000000,bracket_6_link,12.4441568024,1.18175192911,25.0548751952,-2.48996883102,-11.6546982459,1.57591322863
25634000000,1,25634000000,bracket_6_link,12.4441568021,1.18175192926,25.0548751953,-2.48995761841,-11.6541914195,1.57595054638
25644000000,2,25644000000,bracket_6_link,12.4441568017,1.18175192932,25.0548751953,-2.48991237662,-11.6542210522,1.57587342841
25657000000,3,25654000000,bracket_6_link,12.4441568012,1.18175192953,25.0548751957,-2.49012455814,-11.6543806766,1.57587627836
25660000000,4,25664000000,bracket_6_link,12.4441568009,1.18175192966,25.054875196,-2.48999401599,-11.6545253441,1.57596229583
25674000000,5,25674000000,bracket_6_link,12.4441568006,1.18175192982,25.0548751962,-2.49011443841,-11.6544569075,1.57593816889
25684000000,6,25684000000,bracket_6_link,12.4441568001,1.18175192991,25.0548751963,-2.48997030217,-11.6544707385,1.57599563601
25694000000,7,25694000000,bracket_6_link,12.4441567997,1.18175193002,25.0548751967,-2.48993627803,-11.6546511863,1.57586283483
25704000000,8,25704000000,bracket_6_link,12.4441567993,1.18175193019,25.054875197,-2.48996764365,-11.6547131243,1.57592662866
25714000000,9,25714000000,bracket_6_link,12.4441567991,1.18175193032,25.0548751971,-2.48990957772,-11.654468518,1.57587894808
25724000000,10,25724000000,bracket_6_link,12.4441567986,1.18175193046,25.054875197,-2.49008732695,-11.6547024537,1.57602135753
25734000000,11,25734000000,bracket_6_link,12.4441567983,1.18175193064,25.0548751973,-2.49002062589,-11.6543246863,1.5759844945
25744000000,12,25744000000,bracket_6_link,12.444156798,1.18175193073,25.0548751973,-2.4900085612,-11.6540911678,1.57591480078
25754000000,13,25754000000,bracket_6_link,12.4441567976,1.18175193087,25.0548751978,-2.48995015403,-11.6545183263,1.57592105874
25764000000,14,25764000000,bracket_6_link,12.4441567972,1.18175193101,25.054875198,-2.49012710597,-11.6545695792,1.57587683167
25774000000,15,25774000000,bracket_6_link,12.4441567967,1.18175193117,25.0548751984,-2.49002284639,-11.6549273705,1.57595447661
25784000000,16,25784000000,bracket_6_link,12.4441567964,1.18175193129,25.0548751983,-2.48995846244,-11.654408332,1.57598476596
25794000000,17,25794000000,bracket_6_link,12.4441567961,1.18175193143,25.0548751983,-2.49000792394,-11.6543274945,1.57595903651
25804000000,18,25804000000,bracket_6_link,12.4441567956,1.18175193157,25.0548751985,-2.49001426345,-11.6542106166,1.57597288206
25814000000,19,25814000000,bracket_6_link,12.4441567952,1.18175193168,25.0548751984,-2.49006221191,-11.6542218669,1.57587631107
